inst_141635 RESOURCE22351
CLB1391 RESOURCE27352
CLB17348 RESOURCE8388
CLB17490 RESOURCE12602
CLB17346 RESOURCE8963
CLB1435 RESOURCE28977
CLB879 RESOURCE30031
CLB15026 RESOURCE13080
CLB1734 RESOURCE21893
CLB976 RESOURCE28498
CLB854 RESOURCE32426
CLB17344 RESOURCE8964
CLB1360 RESOURCE24383
CLB1560 RESOURCE26300
CLB15031 RESOURCE14039
CLB17352 RESOURCE10400
CLB17295 RESOURCE17486
CLB17633 RESOURCE15092
CLB961 RESOURCE28978
CLB17317 RESOURCE17008
CLB1544 RESOURCE23425
CLB1659 RESOURCE23904
CLB653 RESOURCE32905
CLB960 RESOURCE29553
CLB859 RESOURCE32425
CLB873 RESOURCE30989
CLB17313 RESOURCE16529
CLB619 RESOURCE35874
CLB1430 RESOURCE24862
CLB640 RESOURCE36354
CLB17518 RESOURCE11453
CLB17627 RESOURCE14040
CLB1658 RESOURCE23905
CLB633 RESOURCE33383
CLB1690 RESOURCE21415
CLB1562 RESOURCE27353
CLB632 RESOURCE34917
CLB857 RESOURCE31948
CLB989 RESOURCE28500
CLB1565 RESOURCE26874
CLB876 RESOURCE31469
CLB630 RESOURCE34438
CLB1653 RESOURCE23426
CLB14976 RESOURCE10879
CLB17650 RESOURCE16051
CLB17312 RESOURCE16530
CLB17468 RESOURCE10401
CLB17299 RESOURCE17966
CLB872 RESOURCE30511
CLB17294 RESOURCE17967
CLB17500 RESOURCE13082
CLB1688 RESOURCE21416
CLB17607 RESOURCE15093
CLB15021 RESOURCE13561
CLB1580 RESOURCE26301
CLB1423 RESOURCE28021
CLB1707 RESOURCE20936
CLB15010 RESOURCE13083
CLB17314 RESOURCE17010
CLB17626 RESOURCE14615
CLB1654 RESOURCE23906
CLB17606 RESOURCE15094
CLB15004 RESOURCE11932
CLB15005 RESOURCE12604
CLB15003 RESOURCE11933
CLB17470 RESOURCE10402
CLB17349 RESOURCE9923
CLB17499 RESOURCE13081
CLB641 RESOURCE36355
CLB17604 RESOURCE15573
CLB860 RESOURCE32427
CLB867 RESOURCE31949
CLB1420 RESOURCE28980
CLB17298 RESOURCE18446
CLB17343 RESOURCE8965
CLB1378 RESOURCE27354
CLB1436 RESOURCE25343
CLB861 RESOURCE31947
CLB587 RESOURCE31470
CLB14989 RESOURCE12605
CLB1666 RESOURCE23427
CLB894 RESOURCE33959
CLB999 RESOURCE28979
CLB14969 RESOURCE11454
CLB1579 RESOURCE25821
CLB17498 RESOURCE11931
CLB1374 RESOURCE28022
CLB1000 RESOURCE28981
CLB1667 RESOURCE23428
CLB1577 RESOURCE25822
CLB1662 RESOURCE24864
CLB963 RESOURCE30033
CLB17453 RESOURCE11455
CLB1684 RESOURCE22469
CLB1705 RESOURCE21417
CLB17291 RESOURCE17969
CLB17287 RESOURCE17968
CLB17600 RESOURCE15574
CLB17347 RESOURCE9444
CLB956 RESOURCE30512
CLB776 RESOURCE34439
CLB14934 RESOURCE10881
CLB17516 RESOURCE13084
CLB629 RESOURCE35876
CLB17608 RESOURCE15572
CLB1449 RESOURCE25344
CLB783 RESOURCE33960
CLB17452 RESOURCE11935
CLB17497 RESOURCE13085
CLB760 RESOURCE38366
CLB17315 RESOURCE17489
CLB1395 RESOURCE26875
CLB648 RESOURCE37408
CLB1377 RESOURCE30034
CLB17454 RESOURCE11456
CLB874 RESOURCE30991
CLB17336 RESOURCE10403
CLB747 RESOURCE37888
CLB17625 RESOURCE15095
CLB15029 RESOURCE14616
CLB635 RESOURCE35877
CLB17609 RESOURCE15575
CLB1656 RESOURCE24865
CLB880 RESOURCE32429
CLB636 RESOURCE36356
CLB631 RESOURCE35398
CLB17450 RESOURCE11457
CLB862 RESOURCE33387
CLB1670 RESOURCE22949
CLB1376 RESOURCE27355
CLB1554 RESOURCE23907
CLB17334 RESOURCE8966
CLB1373 RESOURCE30035
CLB1685 RESOURCE22950
CLB1371 RESOURCE28503
CLB17300 RESOURCE17490
CLB17605 RESOURCE16053
CLB17525 RESOURCE11934
CLB1801 RESOURCE28024
CLB17316 RESOURCE17970
CLB17521 RESOURCE13564
CLB1655 RESOURCE24866
CLB1369 RESOURCE28502
CLB647 RESOURCE35878
CLB1578 RESOURCE22470
CLB15030 RESOURCE15096
CLB1693 RESOURCE21418
CLB1682 RESOURCE22948
CLB17338 RESOURCE10404
CLB17647 RESOURCE16532
CLB749 RESOURCE37409
CLB1663 RESOURCE24387
CLB17335 RESOURCE9924
CLB813 RESOURCE33962
CLB1424 RESOURCE26303
CLB1477 RESOURCE24388
CLB1676 RESOURCE23429
CLB17501 RESOURCE14043
CLB17333 RESOURCE8967
CLB1661 RESOURCE25345
CLB882 RESOURCE32430
CLB1414 RESOURCE29556
CLB644 RESOURCE36836
CLB1665 RESOURCE24386
CLB17332 RESOURCE8968
CLB17603 RESOURCE16054
CLB1375 RESOURCE30514
CLB637 RESOURCE34920
CLB17478 RESOURCE10882
CLB1669 RESOURCE24389
CLB17449 RESOURCE11936
CLB17451 RESOURCE12606
CLB15008 RESOURCE14044
CLB1657 RESOURCE25346
CLB756 RESOURCE35879
CLB1368 RESOURCE28025
CLB1471 RESOURCE24867
CLB757 RESOURCE37410
CLB14968 RESOURCE12607
CLB17645 RESOURCE17491
CLB14953 RESOURCE12608
CLB1567 RESOURCE26878
CLB1545 RESOURCE23908
CLB17382 RESOURCE8969
CLB1425 RESOURCE26304
CLB1418 RESOURCE30036
CLB868 RESOURCE31472
CLB1763 RESOURCE25825
CLB1110 RESOURCE30993
CLB883 RESOURCE32431
CLB1475 RESOURCE24868
CLB17524 RESOURCE13086
CLB871 RESOURCE32910
CLB17646 RESOURCE17971
CLB1683 RESOURCE22951
CLB748 RESOURCE38368
CLB17602 RESOURCE16055
CLB1764 RESOURCE25824
CLB17297 RESOURCE19502
CLB17330 RESOURCE9446
CLB17289 RESOURCE19024
CLB17337 RESOURCE10405
CLB17649 RESOURCE17012
CLB1673 RESOURCE23909
CLB17296 RESOURCE19503
CLB646 RESOURCE36837
CLB1367 RESOURCE28983
CLB14923 RESOURCE11937
CLB17601 RESOURCE16534
CLB1561 RESOURCE23910
CLB1675 RESOURCE23430
CLB17599 RESOURCE15576
CLB759 RESOURCE38848
CLB14928 RESOURCE11938
CLB1697 RESOURCE21898
CLB15023 RESOURCE15097
CLB17331 RESOURCE9926
CLB14984 RESOURCE14045
CLB14978 RESOURCE13565
CLB1339 RESOURCE30515
CLB1372 RESOURCE28026
CLB17285 RESOURCE19025
CLB1345 RESOURCE28984
CLB17288 RESOURCE19023
CLB15020 RESOURCE14618
CLB754 RESOURCE36358
CLB17342 RESOURCE10884
CLB15022 RESOURCE15577
CLB1674 RESOURCE25347
CLB17522 RESOURCE13566
CLB1681 RESOURCE23911
CLB696 RESOURCE33964
CLB755 RESOURCE36359
CLB17476 RESOURCE11939
CLB17523 RESOURCE14046
CLB14941 RESOURCE12609
CLB17428 RESOURCE14619
CLB650 RESOURCE34922
CLB1437 RESOURCE26305
CLB17439 RESOURCE15578
CLB670 RESOURCE35400
CLB1691 RESOURCE22473
CLB1796 RESOURCE28505
CLB791 RESOURCE39806
CLB17447 RESOURCE14620
CLB1113 RESOURCE31474
CLB870 RESOURCE33390
CLB17293 RESOURCE18450
CLB1109 RESOURCE31475
CLB17612 RESOURCE16056
CLB17301 RESOURCE20463
CLB1692 RESOURCE22952
CLB1576 RESOURCE23431
CLB1677 RESOURCE24390
CLB758 RESOURCE39328
CLB14959 RESOURCE13567
CLB17474 RESOURCE12610
CLB750 RESOURCE37412
CLB17292 RESOURCE19026
CLB17286 RESOURCE19984
CLB1364 RESOURCE28506
CLB866 RESOURCE32432
CLB14943 RESOURCE13087
CLB14925 RESOURCE13089
CLB802 RESOURCE35880
CLB847 RESOURCE34444
CLB17383 RESOURCE9449
CLB1341 RESOURCE29559
CLB14905 RESOURCE11940
CLB786 RESOURCE36839
CLB798 RESOURCE39808
CLB17597 RESOURCE17014
CLB1138 RESOURCE30995
CLB1137 RESOURCE31476
CLB1703 RESOURCE23432
CLB638 RESOURCE35881
CLB17339 RESOURCE11460
CLB865 RESOURCE32912
CLB17475 RESOURCE11458
CLB17614 RESOURCE16536
CLB17648 RESOURCE17973
CLB17350 RESOURCE10886
CLB17305 RESOURCE19505
CLB17424 RESOURCE15579
CLB855 RESOURCE35402
CLB1689 RESOURCE23912
CLB15016 RESOURCE15099
CLB1730 RESOURCE25348
CLB1361 RESOURCE28507
CLB751 RESOURCE37413
CLB15002 RESOURCE16057
CLB1799 RESOURCE28986
CLB17384 RESOURCE9450
CLB17421 RESOURCE14621
CLB14946 RESOURCE14047
CLB14950 RESOURCE14048
CLB17351 RESOURCE10887
CLB15017 RESOURCE15580
CLB7941 RESOURCE11459
CLB869 RESOURCE32913
CLB14926 RESOURCE13088
CLB7884 RESOURCE10885
CLB1802 RESOURCE28508
CLB17302 RESOURCE19985
CLB887 RESOURCE34445
CLB17611 RESOURCE17016
CLB17363 RESOURCE10408
CLB875 RESOURCE32433
CLB1564 RESOURCE24391
CLB1338 RESOURCE29560
CLB17341 RESOURCE11461
CLB17426 RESOURCE16058
CLB17364 RESOURCE10409
CLB838 RESOURCE31477
CLB761 RESOURCE39330
CLB17610 RESOURCE17017
CLB762 RESOURCE38850
CLB17422 RESOURCE15100
CLB1363 RESOURCE28028
CLB17306 RESOURCE20943
CLB17440 RESOURCE14049
CLB844 RESOURCE35403
CLB17303 RESOURCE19986
CLB898 RESOURCE32914
CLB1473 RESOURCE25828
CLB863 RESOURCE33393
CLB17360 RESOURCE13090
CLB17419 RESOURCE15101
CLB17542 RESOURCE19027
CLB1108 RESOURCE34924
CLB17448 RESOURCE14622
CLB1356 RESOURCE28987
CLB17379 RESOURCE9451
CLB671 RESOURCE36361
CLB849 RESOURCE33966
CLB14993 RESOURCE16059
CLB1761 RESOURCE27360
CLB1334 RESOURCE30039
CLB17415 RESOURCE16060
CLB1322 RESOURCE30998
CLB1729 RESOURCE25829
CLB17353 RESOURCE12611
CLB1481 RESOURCE32435
CLB17595 RESOURCE18454
CLB17427 RESOURCE15581
CLB1699 RESOURCE22954
CLB1589 RESOURCE23913
CLB14996 RESOURCE16537
CLB1333 RESOURCE30519
CLB1402 RESOURCE27361
CLB1701 RESOURCE22955
CLB1592 RESOURCE24392
CLB753 RESOURCE37894
CLB779 RESOURCE37415
CLB17377 RESOURCE8971
CLB1695 RESOURCE24393
CLB17593 RESOURCE17975
CLB17417 RESOURCE15582
CLB17368 RESOURCE10888
CLB1798 RESOURCE28509
CLB17361 RESOURCE13569
CLB17416 RESOURCE16538
CLB1687 RESOURCE23914
CLB1401 RESOURCE27362
CLB766 RESOURCE40289
CLB17381 RESOURCE11462
CLB1710 RESOURCE24871
CLB1321 RESOURCE30999
CLB14995 RESOURCE17018
CLB1451 RESOURCE26308
CLB1698 RESOURCE23434
CLB17358 RESOURCE12612
CLB17533 RESOURCE19507
CLB1478 RESOURCE30997
CLB1323 RESOURCE30520
CLB17594 RESOURCE17976
CLB763 RESOURCE38852
CLB1318 RESOURCE30518
CLB1462 RESOURCE25830
CLB1686 RESOURCE23433
CLB17362 RESOURCE14050
CLB17354 RESOURCE13091
CLB1357 RESOURCE28988
CLB1671 RESOURCE26309
CLB1340 RESOURCE29561
CLB1715 RESOURCE25831
CLB17596 RESOURCE17974
CLB17531 RESOURCE20466
CLB856 RESOURCE36363
CLB1448 RESOURCE26307
CLB14971 RESOURCE16061
CLB17529 RESOURCE21424
CLB892 RESOURCE33968
CLB17370 RESOURCE9930
CLB767 RESOURCE38853
CLB1428 RESOURCE26882
CLB17528 RESOURCE21425
CLB1403 RESOURCE26881
CLB17366 RESOURCE10889
CLB17398 RESOURCE11941
CLB17615 RESOURCE17496
CLB17438 RESOURCE14623
CLB17380 RESOURCE11942
CLB14904 RESOURCE13570
CLB1366 RESOURCE28030
CLB17376 RESOURCE10410
CLB120 RESOURCE22956
CLB1358 RESOURCE28510
CLB17532 RESOURCE19987
CLB1458 RESOURCE26310
CLB17359 RESOURCE13092
CLB1317 RESOURCE31478
CLB17413 RESOURCE15583
CLB1114 RESOURCE34447
CLB1702 RESOURCE23915
CLB654 RESOURCE38374
CLB771 RESOURCE38375
CLB1797 RESOURCE28989
CLB1694 RESOURCE24394
CLB17365 RESOURCE10890
CLB1724 RESOURCE24872
CLB1452 RESOURCE26311
CLB17530 RESOURCE21423
CLB1480 RESOURCE25350
CLB1445 RESOURCE26884
CLB1438 RESOURCE26883
CLB119 RESOURCE22957
CLB893 RESOURCE34927
CLB17539 RESOURCE19988
CLB17433 RESOURCE14624
CLB793 RESOURCE40290
CLB17540 RESOURCE20467
CLB803 RESOURCE36841
CLB1708 RESOURCE24873
CLB1441 RESOURCE26885
CLB17411 RESOURCE15102
CLB17423 RESOURCE16540
CLB14912 RESOURCE14051
CLB770 RESOURCE39332
CLB17275 RESOURCE19029
CLB1090 RESOURCE33969
CLB17372 RESOURCE9931
CLB17357 RESOURCE13571
CLB1574 RESOURCE25352
CLB17430 RESOURCE16062
CLB17356 RESOURCE14052
CLB1464 RESOURCE26312
CLB1700 RESOURCE23916
CLB17276 RESOURCE19030
CLB17328 RESOURCE11464
CLB777 RESOURCE40291
CLB1175 RESOURCE31958
CLB1440 RESOURCE27364
CLB17355 RESOURCE14626
CLB864 RESOURCE33395
CLB1711 RESOURCE24395
CLB858 RESOURCE36843
CLB1111 RESOURCE32437
CLB17414 RESOURCE16063
CLB17396 RESOURCE13093
CLB1575 RESOURCE25353
CLB17537 RESOURCE21426
CLB17395 RESOURCE13094
CLB897 RESOURCE36365
CLB17371 RESOURCE10412
CLB17399 RESOURCE13572
CLB17326 RESOURCE11944
CLB1712 RESOURCE24874
CLB17273 RESOURCE19510
CLB14973 RESOURCE17020
CLB810 RESOURCE37418
CLB1405 RESOURCE27363
CLB118 RESOURCE22958
CLB768 RESOURCE40770
CLB787 RESOURCE40771
CLB1794 RESOURCE28031
CLB769 RESOURCE41250
CLB14938 RESOURCE15584
CLB1326 RESOURCE30522
CLB1359 RESOURCE28511
CLB17278 RESOURCE18455
CLB1118 RESOURCE36844
CLB1313 RESOURCE31480
CLB899 RESOURCE35407
CLB782 RESOURCE37896
CLB1335 RESOURCE30043
CLB1353 RESOURCE28990
CLB17432 RESOURCE15104
CLB1720 RESOURCE26886
CLB14967 RESOURCE17021
CLB1312 RESOURCE31959
CLB17412 RESOURCE16541
CLB14894 RESOURCE14053
CLB900 RESOURCE35886
CLB1350 RESOURCE28991
CLB102 RESOURCE23917
CLB1709 RESOURCE24875
CLB103 RESOURCE23436
CLB17373 RESOURCE10413
CLB17397 RESOURCE12614
CLB17269 RESOURCE19990
CLB1309 RESOURCE31960
CLB113 RESOURCE21904
CLB809 RESOURCE38855
CLB17272 RESOURCE19031
CLB17374 RESOURCE10891
CLB781 RESOURCE38856
CLB17538 RESOURCE21427
CLB14985 RESOURCE17978
CLB772 RESOURCE39814
CLB800 RESOURCE37898
CLB17434 RESOURCE15105
CLB14915 RESOURCE15106
CLB1316 RESOURCE31001
CLB17541 RESOURCE20947
CLB1088 RESOURCE34449
CLB14983 RESOURCE17979
CLB17431 RESOURCE16542
CLB106 RESOURCE23438
CLB1307 RESOURCE31479
CLB17390 RESOURCE17500
CLB1346 RESOURCE29565
CLB107 RESOURCE23918
CLB17436 RESOURCE14625
CLB17402 RESOURCE12615
CLB17270 RESOURCE19511
CLB1342 RESOURCE30044
CLB14936 RESOURCE16064
CLB14982 RESOURCE18458
CLB785 RESOURCE40773
CLB17367 RESOURCE11467
CLB1354 RESOURCE28512
CLB15710 RESOURCE15585
CLB17435 RESOURCE15107
CLB14900 RESOURCE14627
CLB792 RESOURCE40772
CLB17375 RESOURCE10414
CLB1446 RESOURCE26887
CLB17403 RESOURCE13095
CLB14859 RESOURCE14054
CLB1644 RESOURCE28033
CLB17325 RESOURCE17980
CLB17324 RESOURCE18459
CLB14952 RESOURCE17022
CLB1444 RESOURCE27365
CLB112 RESOURCE22960
CLB101 RESOURCE24397
CLB17429 RESOURCE15586
CLB774 RESOURCE39815
CLB1308 RESOURCE31482
CLB1029 RESOURCE36366
CLB14914 RESOURCE16065
CLB17536 RESOURCE21905
CLB116 RESOURCE24396
CLB1112 RESOURCE35409
CLB17327 RESOURCE11946
CLB17444 RESOURCE16544
CLB1447 RESOURCE27366
CLB14930 RESOURCE16543
CLB7767 RESOURCE11468
CLB1645 RESOURCE28513
CLB1679 RESOURCE26888
CLB1087 RESOURCE35410
CLB14787 RESOURCE17981
CLB799 RESOURCE42305
CLB17401 RESOURCE13096
CLB1119 RESOURCE32918
CLB1718 RESOURCE27367
CLB14903 RESOURCE15587
CLB104 RESOURCE23919
CLB1385 RESOURCE28035
CLB1035 RESOURCE35408
CLB17264 RESOURCE19033
CLB1719 RESOURCE26313
CLB1027 RESOURCE36847
CLB1089 RESOURCE34930
CLB904 RESOURCE41827
CLB795 RESOURCE38857
CLB1095 RESOURCE34451
CLB1605 RESOURCE23920
CLB110 RESOURCE22961
CLB105 RESOURCE24398
CLB1106 RESOURCE36367
CLB17392 RESOURCE17501
CLB902 RESOURCE42306
CLB17274 RESOURCE19991
CLB773 RESOURCE40774
CLB790 RESOURCE41828
CLB811 RESOURCE37900
CLB1352 RESOURCE28992
CLB14972 RESOURCE18460
CLB15409 RESOURCE21429
CLB17445 RESOURCE16545
CLB1454 RESOURCE26889
CLB17271 RESOURCE19992
CLB1343 RESOURCE30046
CLB1704 RESOURCE27368
CLB18712 RESOURCE24876
CLB1096 RESOURCE34452
CLB1032 RESOURCE36368
CLB111 RESOURCE23440
CLB17279 RESOURCE19993
CLB693 RESOURCE41826
CLB17265 RESOURCE19034
CLB1320 RESOURCE31004
CLB14927 RESOURCE17023
CLB109 RESOURCE23439
CLB15097 RESOURCE16066
CLB17391 RESOURCE17982
CLB17400 RESOURCE13097
CLB14892 RESOURCE15108
CLB1297 RESOURCE32920
CLB17263 RESOURCE19513
CLB1725 RESOURCE26314
CLB806 RESOURCE38379
CLB1306 RESOURCE31962
CLB1642 RESOURCE28993
CLB14922 RESOURCE17024
CLB14939 RESOURCE17502
CLB1026 RESOURCE37423
CLB17545 RESOURCE15109
CLB17386 RESOURCE17503
CLB15390 RESOURCE21430
CLB1034 RESOURCE35889
CLB14831 RESOURCE14055
CLB14897 RESOURCE16067
CLB115 RESOURCE22962
CLB788 RESOURCE39816
CLB17387 RESOURCE17025
CLB1327 RESOURCE30525
CLB1643 RESOURCE28514
CLB17550 RESOURCE14629
CLB1362 RESOURCE30047
CLB1292 RESOURCE32921
CLB108 RESOURCE23921
CLB17378 RESOURCE11948
CLB14866 RESOURCE14628
CLB789 RESOURCE39817
CLB1310 RESOURCE25836
CLB17543 RESOURCE15588
CLB14949 RESOURCE18461
CLB1330 RESOURCE30526
CLB709 RESOURCE40295
CLB1723 RESOURCE27369
CLB1721 RESOURCE26890
CLB1329 RESOURCE32442
CLB14970 RESOURCE19035
CLB14920 RESOURCE17504
CLB17442 RESOURCE16546
CLB1634 RESOURCE29568
CLB835 RESOURCE36369
CLB17385 RESOURCE17983
CLB775 RESOURCE40296
CLB18713 RESOURCE25356
CLB1033 RESOURCE35890
CLB905 RESOURCE42307
CLB17393 RESOURCE18462
CLB16155 RESOURCE10895
CLB15438 RESOURCE21909
CLB16172 RESOURCE10894
CLB794 RESOURCE39818
CLB1091 RESOURCE35411
CLB1303 RESOURCE32443
CLB15404 RESOURCE21431
CLB117 RESOURCE24878
CLB17544 RESOURCE15589
CLB1291 RESOURCE33400
CLB17441 RESOURCE16547
CLB928 RESOURCE36848
CLB1640 RESOURCE28994
CLB17388 RESOURCE17984
CLB708 RESOURCE40775
CLB1336 RESOURCE32922
CLB17407 RESOURCE13577
CLB17323 RESOURCE19036
CLB17369 RESOURCE17026
CLB15425 RESOURCE22963
CLB1646 RESOURCE28037
CLB17404 RESOURCE14056
CLB14891 RESOURCE16068
CLB15422 RESOURCE22483
CLB14924 RESOURCE17505
CLB14901 RESOURCE16548
CLB17389 RESOURCE18463
CLB1126 RESOURCE37424
CLB17535 RESOURCE19514
CLB17394 RESOURCE19037
CLB16159 RESOURCE11470
CLB1104 RESOURCE34454
CLB805 RESOURCE39339
CLB903 RESOURCE42308
CLB836 RESOURCE35891
CLB114 RESOURCE23442
CLB1100 RESOURCE34933
CLB98 RESOURCE24400
CLB99 RESOURCE24879
CLB93 RESOURCE23922
CLB1651 RESOURCE28516
CLB17569 RESOURCE14630
CLB909 RESOURCE42976
CLB16162 RESOURCE11471
CLB17322 RESOURCE19515
CLB1101 RESOURCE34934
CLB17406 RESOURCE13578
CLB15423 RESOURCE22484
CLB1455 RESOURCE35412
CLB918 RESOURCE42977
CLB796 RESOURCE39819
CLB14918 RESOURCE17985
CLB17266 RESOURCE20952
CLB17571 RESOURCE17506
CLB121 RESOURCE25358
CLB15676 RESOURCE18464
CLB1633 RESOURCE23923
CLB655 RESOURCE40777
CLB1107 RESOURCE34455
CLB1614 RESOURCE23441
CLB15282 RESOURCE21432
CLB14944 RESOURCE19994
CLB1355 RESOURCE28995
CLB1024 RESOURCE37425
CLB14954 RESOURCE19516
CLB1116 RESOURCE33975
CLB86 RESOURCE24401
CLB1465 RESOURCE34453
CLB692 RESOURCE42309
CLB15364 RESOURCE21910
CLB16160 RESOURCE11469
CLB94 RESOURCE24402
CLB694 RESOURCE42310
CLB15420 RESOURCE22485
CLB922 RESOURCE38382
CLB921 RESOURCE38383
CLB14947 RESOURCE19038
CLB744 RESOURCE42975
CLB1328 RESOURCE31007
CLB1648 RESOURCE28038
CLB17408 RESOURCE13579
CLB1097 RESOURCE35413
CLB14910 RESOURCE17986
CLB17318 RESOURCE19517
CLB423 RESOURCE28039
CLB15327 RESOURCE20474
CLB17553 RESOURCE17027
CLB14960 RESOURCE19996
CLB17546 RESOURCE16069
CLB17319 RESOURCE19039
CLB14955 RESOURCE19518
CLB17267 RESOURCE20953
CLB17409 RESOURCE13098
CLB1344 RESOURCE30528
CLB123 RESOURCE25838
CLB17582 RESOURCE16070
CLB14835 RESOURCE15590
CLB1093 RESOURCE35892
CLB15347 RESOURCE22965
CLB14893 RESOURCE17507
CLB1319 RESOURCE31486
CLB14956 RESOURCE19997
CLB122 RESOURCE25839
CLB16321 RESOURCE12620
CLB14919 RESOURCE18465
CLB1302 RESOURCE32445
CLB15399 RESOURCE21911
CLB1384 RESOURCE28517
CLB14883 RESOURCE17028
CLB1637 RESOURCE28996
CLB1347 RESOURCE30529
CLB17572 RESOURCE18466
CLB17552 RESOURCE17029
CLB1300 RESOURCE32444
CLB1351 RESOURCE29570
CLB804 RESOURCE39820
CLB17321 RESOURCE19040
CLB17548 RESOURCE15591
CLB17549 RESOURCE16549
CLB14951 RESOURCE19995
CLB1140 RESOURCE33976
CLB1289 RESOURCE33403
CLB1304 RESOURCE31966
CLB1102 RESOURCE35414
CLB18705 RESOURCE27371
CLB659 RESOURCE41831
CLB1301 RESOURCE31967
CLB95 RESOURCE24881
CLB701 RESOURCE41257
CLB441 RESOURCE28040
CLB812 RESOURCE39341
CLB14898 RESOURCE17987
CLB15986 RESOURCE10897
CLB914 RESOURCE42978
CLB17562 RESOURCE15592
CLB797 RESOURCE40778
CLB832 RESOURCE37426
CLB1120 RESOURCE34456
CLB15372 RESOURCE21434
CLB17565 RESOURCE14632
CLB1393 RESOURCE28519
CLB1629 RESOURCE30050
CLB16320 RESOURCE13100
CLB801 RESOURCE40299
CLB18711 RESOURCE26892
CLB15461 RESOURCE20476
CLB17580 RESOURCE17508
CLB15359 RESOURCE21913
CLB1348 RESOURCE30530
CLB15868 RESOURCE19519
CLB451 RESOURCE28041
CLB841 RESOURCE39821
CLB17563 RESOURCE15111
CLB1349 RESOURCE30531
CLB14907 RESOURCE20955
CLB17547 RESOURCE14633
CLB1305 RESOURCE31968
CLB15373 RESOURCE21435
CLB17320 RESOURCE19041
CLB424 RESOURCE28520
CLB14916 RESOURCE19520
CLB17574 RESOURCE17988
CLB16389 RESOURCE12622
CLB1632 RESOURCE31010
CLB833 RESOURCE36851
CLB846 RESOURCE39822
CLB15218 RESOURCE23445
CLB1664 RESOURCE23446
CLB1105 RESOURCE35894
CLB18681 RESOURCE24403
CLB1311 RESOURCE31488
CLB15983 RESOURCE10898
CLB7791 RESOURCE13580
CLB16322 RESOURCE13101
CLB14879 RESOURCE18467
CLB808 RESOURCE38863
CLB1603 RESOURCE26893
CLB96 RESOURCE25362
CLB18680 RESOURCE24883
CLB18719 RESOURCE26894
CLB14945 RESOURCE19998
CLB1652 RESOURCE30052
CLB695 RESOURCE42980
CLB826 RESOURCE37427
CLB657 RESOURCE41832
CLB820 RESOURCE37905
CLB14917 RESOURCE19999
CLB15984 RESOURCE11473
CLB17564 RESOURCE15593
CLB1092 RESOURCE36853
CLB14841 RESOURCE17030
CLB15295 RESOURCE23447
CLB15460 RESOURCE20477
CLB18710 RESOURCE27373
CLB15223 RESOURCE23925
CLB16301 RESOURCE13102
CLB1624 RESOURCE31489
CLB87 RESOURCE25361
CLB15454 RESOURCE20478
CLB458 RESOURCE30051
CLB457 RESOURCE30053
CLB1276 RESOURCE34458
CLB92 RESOURCE25841
CLB1287 RESOURCE33405
CLB17329 RESOURCE14634
CLB16240 RESOURCE14060
CLB15985 RESOURCE11953
CLB97 RESOURCE25842
CLB14843 RESOURCE17509
CLB100 RESOURCE26320
CLB679 RESOURCE43460
CLB88 RESOURCE25843
CLB682 RESOURCE42981
CLB1023 RESOURCE38385
CLB15234 RESOURCE23926
CLB17254 RESOURCE17989
CLB17561 RESOURCE16071
CLB686 RESOURCE42982
CLB14940 RESOURCE20957
CLB658 RESOURCE41834
CLB842 RESOURCE41260
CLB15206 RESOURCE22967
CLB14913 RESOURCE20956
CLB14614 RESOURCE19521
CLB17575 RESOURCE18468
CLB1099 RESOURCE36854
CLB684 RESOURCE43938
CLB17567 RESOURCE15594
CLB912 RESOURCE39823
CLB15210 RESOURCE22968
CLB827 RESOURCE37428
CLB463 RESOURCE32448
CLB845 RESOURCE40781
CLB15793 RESOURCE20000
CLB14836 RESOURCE21915
CLB440 RESOURCE28521
CLB17555 RESOURCE16551
CLB15870 RESOURCE19522
CLB14825 RESOURCE16552
CLB15349 RESOURCE21916
CLB17589 RESOURCE15114
CLB439 RESOURCE29574
CLB18718 RESOURCE26895
CLB14863 RESOURCE17990
CLB825 RESOURCE37907
CLB1453 RESOURCE28043
CLB685 RESOURCE44513
CLB15449 RESOURCE20958
CLB15192 RESOURCE23927
CLB1618 RESOURCE31969
CLB15354 RESOURCE21914
CLB14875 RESOURCE18469
CLB821 RESOURCE39824
CLB819 RESOURCE38865
CLB15201 RESOURCE24406
CLB843 RESOURCE41261
CLB1134 RESOURCE35897
CLB1616 RESOURCE32927
CLB15111 RESOURCE22490
CLB14929 RESOURCE21437
CLB1627 RESOURCE26322
CLB17560 RESOURCE16072
CLB14935 RESOURCE20959
CLB450 RESOURCE30054
CLB15316 RESOURCE22969
CLB15103 RESOURCE22970
CLB1639 RESOURCE24884
CLB15448 RESOURCE21438
CLB1484 RESOURCE36376
CLB18679 RESOURCE25364
CLB1617 RESOURCE31970
CLB14887 RESOURCE21436
CLB676 RESOURCE41835
CLB17588 RESOURCE14636
CLB14888 RESOURCE21917
CLB1620 RESOURCE32449
CLB89 RESOURCE26321
CLB15451 RESOURCE20960
CLB16247 RESOURCE13103
CLB16035 RESOURCE11954
CLB18706 RESOURCE28044
CLB15974 RESOURCE14062
CLB461 RESOURCE32450
CLB17554 RESOURCE16553
CLB1256 RESOURCE34939
CLB17577 RESOURCE17991
CLB1607 RESOURCE27375
CLB1623 RESOURCE26323
CLB143 RESOURCE27376
CLB15447 RESOURCE21439
CLB16074 RESOURCE11955
